LSOA Code,Arson and Criminal Damage,Burglary,Drug Offences,Miscellaneous Crimes Against Society,Possession of Weapons,Public Order Offences,Robbery,Theft,Vehicle Offences,Violence Against the Person,lsoa11cd,lsoa11nm,IMDScore,IncScore,EmpScore,EduScore,HDDScore,CriScore,BHSScore,EnvScore,IDCScore,IDOScore,CYPScore,ASScore,GBScore,WBScore,IndScore,OutScore
E01001258,3,27,5,0,1,0,1,5,16,20,E01001258,Ealing 010B,15.858,0.099,0.075,11.29,-0.542,-0.221,29.103,29.257,0.11,0.173,-1.004,0.323,-1.342,4.083,0.21,1.025
E01001259,6,16,5,1,0,11,7,11,18,26,E01001259,Ealing 014B,20.119,0.126,0.066,16.107,-0.327,0.716,30.366,29.81,0.16,0.231,-0.566,0.354,-1.371,4.254,-0.121,1.478
E01001260,3,15,5,2,1,6,4,8,23,11,E01001260,Ealing 012B,20.741,0.103,0.065,8.329000000000002,-0.192,1.097,30.243,36.628,0.084,0.208,-1.016,0.287,-1.044,4.147,0.062,1.795
E01001261,34,30,22,6,7,35,21,142,38,135,E01001261,Ealing 012C,22.674,0.126,0.083,14.781,-0.676,0.42,38.36,39.008,0.124,0.252,-0.346,0.324,-1.482,5.219,0.263,1.725
E01001262,9,8,3,2,1,7,6,8,18,29,E01001262,Ealing 010C,31.334,0.214,0.129,20.258,-0.039,0.58,41.16,28.503,0.271,0.275,-0.156,0.364,-0.091,4.743,-0.616,1.739
E01001263,15,15,7,1,1,14,14,17,26,52,E01001263,Ealing 010D,34.487,0.24,0.156,18.18,0.13,0.392,44.471,26.171,0.277,0.27,-0.761,0.385,0.085,4.868,-0.257,1.321
E01001264,11,17,3,0,0,1,5,3,19,20,E01001264,Ealing 010E,24.398,0.14,0.115,23.537,-0.787,0.188,39.156,27.105,0.148,0.165,0.194,0.356,-0.064,4.475,0.01,1.114
E01001265,14,12,2,4,0,7,3,21,18,21,E01001265,Ealing 006A,20.568,0.095,0.076,10.867,-0.438,-0.602,56.208,21.927,0.123,0.139,-0.577,0.295,1.049,4.35,-0.193,0.898
E01001266,12,31,5,0,1,14,11,87,35,43,E01001266,Ealing 006B,16.109,0.091,0.056,10.11,-0.675,0.084,37.866,28.3,0.108,0.126,-0.5,0.278,0.213,3.791,0.051,1.165
E01001267,18,12,9,0,5,7,12,50,20,54,E01001267,Ealing 006C,31.849,0.222,0.126,15.779,-0.019,0.342,45.353,32.736,0.246,0.377,-0.515,0.347,0.137,4.885,-0.264,1.816
E01001268,11,12,2,2,0,6,8,9,8,18,E01001268,Ealing 012D,18.541,0.107,0.082,8.555,0.051,-0.032,30.915,30.712,0.114,0.163,-0.846,0.282,-0.151,3.391,-0.014,1.429
E01001269,9,9,1,0,0,4,2,35,20,25,E01001269,Ealing 001A,13.557,0.066,0.049,11.358,-1.355,0.096,31.507,35.486,0.071,0.123,-0.714,0.311,-0.558,4.038000000000001,0.55,1.013
E01001270,14,10,5,3,1,6,2,7,20,43,E01001270,Ealing 004A,15.651,0.098,0.061,8.434,-0.691,0.431,32.266,23.806,0.103,0.182,-0.809,0.278,-0.178,3.705,-0.216,1.084
E01001271,7,32,3,1,0,5,4,11,19,33,E01001271,Ealing 001B,16.877,0.117,0.07,18.002,-0.864,-0.029,29.917,26.154,0.155,0.187,0.016,0.32,-0.759,3.981,-0.167,1.234
E01001272,14,16,4,2,3,18,7,37,18,56,E01001272,Ealing 006D,19.058,0.099,0.068,7.384,-0.418,0.134,40.673,35.502,0.109,0.154,-0.714,0.256,0.136,4.324,0.131,1.634
E01001273,10,31,5,2,1,5,12,15,63,20,E01001273,Ealing 020F,9.462,0.045,0.033,2.153,-1.152,0.07,29.45,30.917,0.051,0.086,-0.959,0.149,-0.149,3.119,0.038,1.389
E01001274,2,10,6,0,1,0,2,7,31,13,E01001274,Ealing 020G,8.494,0.048,0.038,6.53,-1.333,-0.668,32.697,18.633,0.047,0.103,-0.463,0.213,0.023,3.344,-0.778,1.044
E01001275,6,13,3,0,0,3,4,10,35,16,E01001275,Ealing 020H,19.035,0.091,0.08,6.142,-0.348,0.549,36.436,31.212,0.072,0.154,-0.206,0.101,-0.126,4.196,0.05,1.398
E01001276,16,12,2,0,1,13,2,16,129,53,E01001276,Ealing 011A,20.56,0.128,0.071,12.366,-0.814,-0.149,44.773,31.642,0.179,0.177,-0.123,0.266,0.225,4.688,0.133,1.336
E01001277,21,25,8,4,3,7,5,25,60,32,E01001277,Ealing 011B,17.535,0.108,0.052,8.0,-0.84,-0.082,38.916,39.184,0.149,0.159,-0.345,0.225,0.083,4.185,0.012,2.032
E01001278,17,22,14,3,0,14,12,38,97,49,E01001278,Ealing 011C,23.769,0.135,0.061,12.057,-0.724,0.497,40.337,52.502,0.236,0.176,0.082,0.22,-0.048,4.596,0.63,2.189
E01001279,1,12,0,1,0,2,1,2,20,12,E01001279,Ealing 013C,7.15,0.028,0.031,0.358,-0.877,-0.431,21.905,35.101,0.034,0.04,-1.794,0.102,-0.241,1.767,0.371,1.284
E01001280,5,20,5,3,1,1,2,5,24,34,E01001280,Ealing 011D,13.686,0.079,0.043,6.333,-0.886,-0.336,38.65,30.658,0.09,0.186,-0.253,0.155,0.356,3.558,-0.532,1.839
E01001281,1,12,1,1,0,1,0,6,22,11,E01001281,Ealing 013D,7.459,0.041,0.035,0.234,-0.929,-0.548,21.497,34.729,0.028,0.091,-1.674,0.069,-0.511,2.146,0.147,1.559
E01001282,9,13,2,0,0,2,0,7,9,21,E01001282,Ealing 016B,35.01,0.237,0.173,18.61,0.234,0.069,43.932,26.699,0.234,0.36,-0.116,0.343,-0.118,5.078,0.062,1.015
E01001283,15,12,4,2,0,7,7,11,20,60,E01001283,Ealing 016C,40.085,0.274,0.196,17.047,0.43,0.682,37.718,32.592,0.259,0.419,-0.104,0.324,-1.265,5.104,0.243,1.267
E01001284,8,18,0,0,1,4,1,11,16,16,E01001284,Ealing 022A,15.752,0.076,0.06,9.884,-0.513,0.801,23.35,33.419,0.078,0.119,-0.333,0.257,-1.046,3.027,0.266,1.296
E01001285,16,16,9,4,4,10,6,21,17,26,E01001285,Ealing 016D,23.184,0.154,0.116,14.88,-0.299,0.146,30.882,30.631,0.148,0.209,-0.182,0.308,-1.248,4.3,0.306,1.002
E01001286,4,12,0,0,0,6,3,5,12,32,E01001286,Ealing 016E,23.532,0.149,0.107,14.007,-0.06,-0.023,37.204,27.988,0.151,0.219,-0.188,0.298,-0.092,4.251000000000001,0.087,1.091
E01001287,4,3,3,0,0,2,2,2,12,17,E01001287,Ealing 016F,31.223,0.266,0.156,14.981,-0.334,-0.25,40.976,19.434,0.337,0.294,-0.267,0.318,-0.649,5.246,-0.542,0.977
E01001288,3,4,2,1,0,4,6,8,19,30,E01001288,Ealing 022B,16.018,0.1,0.079,3.032,-0.341,-0.173,26.283,37.044,0.104,0.176,-1.045,0.193,-1.345,3.669,0.604,1.049
E01001289,9,3,4,0,2,1,0,2,10,17,E01001289,Ealing 022C,15.526,0.095,0.073,2.553,-0.477,-0.404,29.056,38.847,0.101,0.139,-1.135,0.185,-0.275,3.278,0.516,1.354
E01001290,12,13,9,3,0,10,2,14,29,22,E01001290,Ealing 022D,12.68,0.076,0.059,2.638,-0.554,-0.269,29.074,31.355,0.091,0.101,-1.098,0.185,-0.806,3.887,0.234,1.171
E01001291,4,13,4,3,1,4,1,6,11,26,E01001291,Ealing 014C,19.365,0.129,0.098,11.864,-0.679,0.197,32.568,23.485,0.155,0.174,-0.61,0.31,-0.508,4.131,-0.224,1.064
E01001292,8,14,3,0,0,6,5,2,11,17,E01001292,Ealing 014D,13.864,0.086,0.064,9.379,-0.694,-0.033,27.63,28.178,0.095,0.152,-0.829,0.292,-1.439,3.893,0.132,1.048
E01001293,7,14,3,0,0,9,4,8,12,28,E01001293,Ealing 014E,17.362,0.113,0.081,11.515,-0.227,-0.366,33.573,21.563,0.1,0.215,-1.033,0.327,-0.975,4.574,-0.183,0.853
E01001294,6,12,11,2,0,1,5,8,23,52,E01001294,Ealing 017A,22.485,0.156,0.088,17.799,-0.198,0.563,31.262,24.131,0.178,0.236,-0.547,0.371,-0.99,4.278,-0.199,1.098
E01001295,8,16,1,1,0,2,2,3,15,32,E01001295,Ealing 017B,17.222,0.124,0.074,11.963,-0.416,-0.282,30.559,28.311,0.147,0.202,-0.778,0.322,-1.264,4.259000000000001,0.17,1.005
E01001296,4,16,13,2,0,0,3,5,6,18,E01001296,Ealing 017C,22.011,0.14,0.111,16.299,0.029,-0.083,30.735,24.341,0.139,0.186,-0.737,0.366,-1.417,4.309,-0.096,1.002
E01001297,7,23,40,1,5,7,11,11,11,44,E01001297,Ealing 017D,23.36,0.144,0.11,15.442,0.147,0.256,33.311,22.219,0.147,0.264,-0.763,0.358,-1.668,4.665,-0.297,1.025
E01001298,7,18,10,1,1,6,1,5,9,44,E01001298,Ealing 017E,27.974,0.163,0.108,16.977,0.808,0.264,35.826,26.98,0.159,0.249,-0.419,0.353,-1.65,4.935,0.047,1.056
E01001299,3,13,1,1,1,4,3,14,32,12,E01001299,Ealing 035B,8.007,0.052,0.049,1.762,-1.157,-0.518,22.212,28.03,0.065,0.07,-1.248,0.165,-0.593,2.409,0.107,1.068
E01001300,2,6,1,0,0,6,1,13,28,12,E01001300,Ealing 039A,8.87,0.044,0.037,1.779,-0.908,0.198,20.099,34.665,0.03,0.129,-0.964,0.119,-1.768,2.553,0.188,1.498
E01001301,9,35,3,4,0,3,11,16,31,41,E01001301,Ealing 039B,20.032,0.118,0.072,4.637,0.17,0.784,28.743,31.044,0.134,0.281,-0.433,0.135,-1.354,4.032,-0.274,1.704
E01001302,5,11,0,0,0,4,2,10,18,20,E01001302,Ealing 039C,11.697,0.059,0.047,1.32,-0.946,0.608,23.763,33.08,0.084,0.085,-1.284,0.145,-0.773,2.924,0.27,1.268
E01001303,5,12,3,0,1,9,1,29,10,39,E01001303,Ealing 032A,9.914,0.051,0.034,0.703,-1.107,-0.036,21.53,44.256,0.064,0.076,-1.392,0.102,-1.138,2.723,0.834,1.183
E01001304,5,10,1,0,1,3,1,12,22,17,E01001304,Ealing 039D,14.074,0.097,0.069,1.745,-0.365,-0.186,24.932,32.505,0.089,0.301,-1.031,0.135,-0.702,3.078,0.175,1.349
E01001305,3,25,2,0,0,0,4,3,23,9,E01001305,Ealing 035C,7.673,0.046,0.049,0.616,-0.78,-0.384,20.523,26.956,0.04,0.073,-1.622,0.121,-0.701,2.181,-0.03,1.154
E01001306,12,21,1,0,0,1,0,7,29,4,E01001306,Ealing 035D,8.308,0.056,0.033,1.094,-0.781,-0.503,21.892,33.74,0.076,0.087,-1.265,0.124,-0.905,2.666,0.483,0.987
E01001307,15,33,4,0,0,10,3,15,12,40,E01001307,Ealing 002A,11.103,0.067,0.041,9.698,-1.218,-0.061,28.513,28.347,0.073,0.149,-0.577,0.279,-0.927,3.877,0.231,0.912
E01001308,6,13,7,2,0,10,1,11,15,17,E01001308,Ealing 002B,11.391,0.069,0.034,8.282,-1.159,0.0,34.059,23.575,0.055,0.171,-0.48,0.248,-0.003,3.635,0.002,0.812
E01001309,7,15,5,3,0,4,0,10,21,21,E01001309,Ealing 001C,15.083,0.095,0.045,11.311,-0.799,0.409,32.069,28.41,0.142,0.133,-0.71,0.31,-0.249,3.777,0.202,0.965
E01001310,5,6,2,1,0,3,1,28,26,21,E01001310,Ealing 001D,18.59,0.125,0.07,14.944,-0.598,-0.021,36.342,26.913,0.163,0.218,-0.304,0.322,-0.137,4.201,0.048,1.049
E01001311,8,8,7,1,0,2,1,5,17,37,E01001311,Ealing 001E,28.942,0.204,0.129,21.661,-0.169,-0.187,46.917,15.225,0.245,0.281,-0.418,0.4,0.136,5.045,-0.679,0.67
E01001312,12,29,4,1,0,3,10,23,22,28,E01001312,Ealing 002C,16.657,0.105,0.065,11.654,-0.799,-0.084,32.467,34.068,0.13,0.157,-0.347,0.285,-0.568,4.169,0.365,1.212
E01001313,4,18,2,1,0,2,8,3,14,24,E01001313,Ealing 002D,13.693,0.089,0.053,8.993,-0.962,-0.107,33.317,26.825,0.112,0.137,-0.625,0.273,-0.096,3.718,0.019,1.076
E01001314,5,11,2,0,0,3,1,12,10,37,E01001314,Ealing 002E,10.954,0.063,0.043,7.103,-1.005,-0.282,31.819,26.547,0.059,0.161,-0.821,0.259,-0.234,3.719,0.052,1.012
E01001315,6,6,2,0,1,2,1,2,6,24,E01001315,Ealing 003A,18.255,0.123,0.073,14.858,-0.712,0.068,37.099,20.767,0.151,0.213,-0.555,0.34,-0.027,4.129,-0.464,1.039
E01001316,11,13,12,1,2,13,2,14,14,43,E01001316,Ealing 003B,31.82,0.221,0.133,20.732,0.03,0.268,45.312,24.336,0.302,0.289,-0.274,0.379,-0.461,5.681,-0.261,1.176
E01001317,6,12,3,3,3,7,6,7,15,55,E01001317,Ealing 003C,26.465,0.165,0.105,21.912,-0.191,0.196,43.254,25.08,0.182,0.254,0.029,0.36,0.022,4.819,0.1,0.815
E01001318,11,20,11,5,2,15,1,39,33,60,E01001318,Ealing 003D,36.013,0.247,0.14,23.479,0.257,0.813,44.686,22.476,0.26,0.447,-0.057,0.385,-0.1,5.141,-0.305,1.056
E01001319,4,7,1,0,0,3,3,4,15,15,E01001319,Ealing 004B,18.036,0.11,0.067,19.152,-0.73,-0.401,39.693,23.938,0.159,0.144,0.041,0.329,0.305,3.863,-0.08,0.951
E01001320,15,1,4,4,2,4,3,7,14,32,E01001320,Ealing 003E,41.628,0.276,0.198,32.285,0.055,0.531,48.429,17.821,0.333,0.227,0.266,0.43,0.091,5.31,-0.558,0.841
E01001321,13,22,11,1,3,9,9,16,26,38,E01001321,Ealing 003F,26.07,0.154,0.119,19.673,-0.258,0.49,38.009,26.544,0.183,0.141,-0.001,0.34,-0.032,4.26,-0.104,1.203
E01001322,25,22,8,3,0,14,12,30,38,71,E01001322,Ealing 004C,23.866,0.149,0.097,10.133,-0.584,0.892,36.608,28.828,0.186,0.162,-0.965,0.308,-0.105,4.187000000000001,-0.018,1.292
E01001323,21,38,33,5,4,25,23,54,33,59,E01001323,Ealing 004D,23.054,0.115,0.082,10.85,-0.518,1.069,33.53,38.444,0.143,0.188,-0.547,0.292,-1.061,4.597,0.234,1.718
E01001324,5,14,2,3,0,3,1,7,25,46,E01001324,Ealing 008B,33.507,0.183,0.112,15.467,0.111,0.945,62.44,28.757,0.247,0.212,-0.292,0.326,1.029,5.118,-0.179,1.446
E01001325,8,18,2,1,0,9,5,10,35,31,E01001325,Ealing 009A,26.632,0.185,0.112,22.688,-0.084,0.483,35.495,21.094,0.186,0.361,-0.205,0.393,-0.64,4.629,0.026,0.516
E01001326,15,21,8,8,1,12,7,40,26,51,E01001326,Ealing 008C,33.051,0.194,0.116,18.871,-0.188,0.76,55.973,28.575,0.209,0.34,-0.252,0.359,0.647,5.162,-0.119,1.379
E01001327,16,21,11,4,2,17,5,155,35,45,E01001327,Ealing 009B,30.832,0.193,0.131,20.931,-0.102,0.779,40.946,26.181,0.181,0.311,-0.429,0.393,-0.095,4.726,-0.059,1.119
E01001328,13,16,15,1,3,27,13,99,31,61,E01001328,Ealing 009C,33.629,0.194,0.118,25.279,0.051,1.006,46.681,27.427,0.206,0.311,-0.211,0.417,-0.049,5.314,-0.375,1.513
E01001329,3,22,6,3,1,5,6,6,40,38,E01001329,Ealing 009D,24.129,0.175,0.086,17.717,-0.131,0.54,35.962,22.497,0.222,0.225,-0.467,0.364,-0.536,4.605,-0.218,0.976
E01001330,17,16,20,0,1,11,5,15,31,72,E01001330,Ealing 008D,42.882,0.274,0.184,24.712,0.08,0.714,57.926,28.276,0.286,0.419,-0.28,0.418,0.395,6.026,0.09,1.112
E01001331,11,7,18,1,1,7,3,7,30,32,E01001331,Ealing 009E,37.261,0.247,0.153,27.114,0.366,0.656,43.908,24.514,0.267,0.421,0.203,0.39,-1.108,5.911,-0.25,1.18
E01001332,12,7,15,0,1,1,8,9,26,37,E01001332,Ealing 008E,39.944,0.267,0.167,22.069,0.471,0.367,51.268,23.328,0.308,0.377,-0.13,0.379,0.135,5.623,-0.223,1.05
E01001333,25,8,28,4,3,20,12,33,18,86,E01001333,Ealing 038A,39.653,0.241,0.13,27.147,0.416,1.054,43.44,42.624,0.274,0.393,-0.02,0.416,-1.247,5.881,0.379,1.832
E01001334,11,13,8,1,1,9,4,9,13,34,E01001334,Ealing 029C,41.199,0.291,0.186,30.338,0.275,0.142,46.939,24.286,0.306,0.459,-0.141,0.456,-1.556,6.474,-0.474,1.339
E01001335,4,12,7,1,1,8,5,3,22,36,E01001335,Ealing 038B,20.851,0.126,0.08,8.406000000000002,-0.262,0.488,32.081,37.209,0.156,0.202,-0.551,0.258,-0.213,3.728,0.225,1.641
E01001336,9,6,10,1,1,3,4,18,7,47,E01001336,Ealing 038C,24.895,0.168,0.109,12.757,-0.165,0.124,38.493,30.278,0.169,0.284,-0.64,0.323,-0.915,5.095,-0.188,1.581
E01001337,36,13,14,6,5,52,5,65,20,179,E01001337,Ealing 029D,35.728,0.174,0.145,14.713,0.363,1.298,48.911,26.615,0.196,0.26,-0.15,0.302,0.383,4.869,-0.192,1.298
E01001338,7,25,14,2,1,11,11,36,15,68,E01001338,Ealing 029E,27.178,0.139,0.123,13.632,0.144,-0.019,47.053,28.287,0.121,0.219,-0.687,0.335,0.094,5.136,-0.128,1.368
E01001339,8,13,14,4,1,7,3,30,30,40,E01001339,Ealing 029F,35.644,0.238,0.164,20.452,-0.018,0.074,52.214,21.201,0.286,0.29,-0.393,0.386,0.248,5.541,-0.457,1.066
E01001340,37,5,7,4,0,57,1,14,20,313,E01001340,Ealing 029G,38.035,0.212,0.207,23.628,0.272,0.646,45.268,17.38,0.299,0.231,-0.047,0.386,-0.253,5.438,-0.727,0.908
E01001341,6,7,1,1,1,8,1,12,13,21,E01001341,Ealing 005A,12.828,0.084,0.044,13.276,-0.978,-0.484,30.821,30.068,0.09,0.185,-0.324,0.303,-1.214,4.288000000000001,0.342,0.901
E01001342,2,10,0,0,0,2,2,9,12,21,E01001342,Ealing 005B,14.813,0.088,0.046,10.377,-0.754,-0.536,34.858,37.215,0.082,0.234,-0.711,0.298,-0.64,4.553,0.65,0.972
E01001343,8,18,2,3,1,8,9,2,22,20,E01001343,Ealing 005C,15.378,0.1,0.075,13.832,-0.955,-0.364,30.926,24.681,0.121,0.16,-0.336,0.311,-0.327,3.708,0.02,0.887
E01001344,15,27,3,4,1,9,12,20,48,42,E01001344,Ealing 007A,18.422,0.137,0.08,8.17,-0.759,-0.539,42.382,18.319,0.172,0.183,-0.721,0.269,0.264,4.307000000000001,-0.488,0.837
E01001345,6,13,0,1,0,3,3,6,19,19,E01001345,Ealing 005D,17.505,0.12,0.078,15.741,-0.539,-0.494,34.111,23.053,0.153,0.194,-0.833,0.364,-0.794,4.557,-0.099,0.889
E01001346,3,18,0,1,0,1,3,7,9,31,E01001346,Ealing 007B,12.0,0.094,0.051,6.268,-1.175,-0.446,26.036,32.148,0.122,0.142,-1.138,0.261,-1.474,3.64,0.255,1.209
E01001347,12,24,2,2,2,9,6,96,70,49,E01001347,Ealing 007C,18.682,0.102,0.052,13.833,-0.792,-0.019,44.378,33.278,0.116,0.166,-0.44,0.32,0.607,3.805,0.111,1.491
E01001348,16,20,13,0,1,10,14,49,41,53,E01001348,Ealing 007D,19.431,0.143,0.066,8.322,-0.657,0.271,31.265,39.249,0.196,0.189,-0.512,0.252,-0.519,3.977,0.406,1.559
E01001349,19,13,7,1,3,2,8,19,30,46,E01001349,Ealing 006E,33.598,0.176,0.127,17.264,0.301,1.167,46.091,27.964,0.195,0.298,-0.267,0.344,0.377,4.56,-0.658,1.724
E01001350,10,14,3,3,1,3,3,7,45,15,E01001350,Ealing 027C,16.166,0.084,0.075,1.95,-0.337,0.104,33.95,31.435,0.053,0.203,-0.993,0.142,-0.132,3.872,0.241,1.17
E01001351,54,19,51,4,11,48,17,76,31,181,E01001351,Ealing 025E,28.006,0.162,0.101,4.474,0.131,1.295,34.369,37.51,0.152,0.385,-0.65,0.189,-1.41,4.759,0.197,1.694
E01001352,14,13,10,1,2,10,6,42,25,36,E01001352,Ealing 027D,15.249,0.102,0.052,2.971,-0.934,0.254,27.464,42.501,0.165,0.212,-0.735,0.145,-1.229,3.832,0.585,1.523
E01001353,6,12,4,3,0,7,4,15,17,31,E01001353,Ealing 033A,23.368,0.139,0.085,12.049,-0.059,0.372,37.894,34.772,0.159,0.27,-0.133,0.262,-0.503,4.795,0.362,1.277
E01001354,15,16,11,3,0,14,3,118,36,44,E01001354,Ealing 027E,22.226,0.122,0.068,6.533,0.559,0.721,27.019,38.929,0.155,0.203,-0.297,0.178,-1.373,3.795,0.402,1.541
E01001355,19,14,14,2,3,15,13,54,41,62,E01001355,Ealing 033B,24.463,0.148,0.112,6.797,0.236,0.304,31.268,37.503,0.137,0.279,-0.479,0.221,-1.202,4.339000000000001,0.386,1.447
E01001356,15,6,14,1,5,23,4,18,16,63,E01001356,Ealing 033C,45.936,0.329,0.243,28.467,0.398,0.283,39.508,20.31,0.301,0.52,0.065,0.419,-0.607,5.035,-0.72,1.161
E01001357,6,11,10,0,1,4,0,9,14,27,E01001357,Ealing 033D,41.995,0.309,0.164,11.708,0.37,0.748,48.975,33.513,0.373,0.464,-0.311,0.282,0.128,5.315,0.355,1.179
E01001358,9,15,13,0,3,12,3,32,26,34,E01001358,Ealing 033E,45.789,0.321,0.176,26.512,0.186,0.064,56.626,42.7,0.326,0.46,0.025,0.406,0.275,6.12,0.844,1.02
E01001359,18,7,27,3,3,22,14,45,21,63,E01001359,Ealing 026A,24.895,0.142,0.087,22.798,-0.197,0.381,41.985,27.801,0.13,0.345,-0.321,0.403,-0.706,5.438,-0.186,1.384
E01001360,8,9,6,0,1,4,10,5,18,47,E01001360,Ealing 026B,29.132,0.146,0.092,21.044,-0.153,1.548,37.448,31.857,0.177,0.222,-0.242,0.38,-0.72,4.893,-0.408,1.849
E01001361,41,26,44,6,7,62,65,328,31,196,E01001361,Ealing 023E,34.209,0.181,0.113,27.214,-0.078,1.246,44.631,35.826,0.181,0.333,0.072,0.407,-0.806,5.872,-0.073,1.865
E01001362,19,10,17,3,2,9,10,49,21,82,E01001362,Ealing 026C,29.18,0.157,0.118,28.674,0.102,0.313,42.106,29.131,0.115,0.315,0.282,0.396,-1.008,5.609,-0.096,1.396
E01001363,9,7,10,1,1,14,3,12,16,34,E01001363,Ealing 026D,26.151,0.145,0.09,29.966,-0.249,0.521,41.98,24.888,0.174,0.208,-0.313,0.465,-0.555,5.304,-0.515,1.406
E01001364,12,13,37,4,4,12,8,9,22,54,E01001364,Ealing 026E,42.16,0.305,0.182,26.234,0.499,0.497,44.941,21.625,0.323,0.5,0.043,0.401,-0.33,5.477,-0.697,1.262
E01001365,8,6,15,2,1,5,7,5,20,44,E01001365,Ealing 026F,28.015,0.153,0.111,21.762,0.287,-0.139,46.057,27.449,0.132,0.317,-0.238,0.386,-0.122,5.354,0.192,0.89
E01001366,11,10,5,3,1,2,3,4,23,40,E01001366,Ealing 037A,28.541,0.169,0.121,23.968,-0.019,-0.096,44.999,28.086,0.167,0.321,-0.306,0.413,-0.337,5.505,0.173,0.982
E01001367,19,22,25,2,3,19,20,69,25,126,E01001367,Ealing 037B,30.306,0.189,0.096,30.711,-0.308,0.52,45.048,33.395,0.219,0.4,0.043,0.441,-2.298,6.209,0.089,1.524
E01001368,6,8,4,2,2,6,2,7,13,40,E01001368,Ealing 037C,28.942,0.163,0.133,22.136,-0.041,0.709,38.289,25.458,0.158,0.275,-0.428,0.405,-0.824,5.03,-0.175,1.185
E01001369,6,13,6,1,0,13,8,24,20,70,E01001369,Ealing 038D,24.898,0.146,0.08,25.564,-0.314,0.261,41.216,33.505,0.147,0.332,-0.173,0.417,-1.369,5.582,0.115,1.503
E01001370,17,19,10,2,1,5,9,30,34,49,E01001370,Ealing 037D,25.905,0.14,0.094,27.555,-0.202,0.699,38.48,26.362,0.15,0.284,0.022,0.415,-1.12,5.164,0.034,1.02
E01001371,13,14,12,4,2,16,13,22,24,61,E01001371,Ealing 037E,27.142,0.166,0.103,28.866,-0.214,0.325,41.879,23.791,0.154,0.294,0.136,0.415,-0.842,5.507,-0.139,1.002
E01001372,4,13,3,2,1,6,2,7,13,53,E01001372,Ealing 037F,31.007,0.189,0.13,30.116,-0.061,0.162,46.818,21.061,0.194,0.293,0.1,0.43,-0.26,5.666,-0.416,1.024
E01001373,11,7,16,3,1,9,3,10,8,48,E01001373,Ealing 037G,26.285,0.173,0.095,27.34,-0.004,0.081,38.127,28.311,0.204,0.351,-0.024,0.418,-1.754,5.213,0.013,1.215
E01001374,13,7,3,0,1,1,2,12,29,19,E01001374,Ealing 040A,11.21,0.074,0.049,1.561,-0.584,-0.119,28.056,27.078,0.07,0.16,-1.06,0.125,-0.467,3.378,0.073,1.033
E01001375,3,15,0,2,0,8,4,18,20,20,E01001375,Ealing 034A,5.53,0.032,0.021,0.339,-1.248,0.161,18.216,22.455,0.046,0.061,-1.538,0.069,-1.188,2.04,-0.273,1.022
E01001376,14,9,4,0,0,5,7,4,23,21,E01001376,Ealing 040B,23.916,0.19,0.13,10.964,-0.238,-0.063,30.575,22.953,0.215,0.307,0.129,0.176,-0.875,4.123,-0.288,1.079
E01001377,6,12,1,0,0,4,7,12,38,12,E01001377,Ealing 034B,8.237,0.042,0.024,0.765,-1.425,0.072,24.633,34.286,0.039,0.085,-1.249,0.075,-0.664,2.988,0.406,1.165
E01001379,0,9,3,0,0,3,1,9,24,13,E01001379,Ealing 034C,6.511,0.038,0.026,0.218,-0.943,-0.242,20.958,29.001,0.043,0.09,-1.66,0.061,-0.525,2.052,0.172,1.062
E01001380,3,10,4,0,0,4,4,13,36,20,E01001380,Ealing 040C,12.501,0.084,0.045,1.271,-0.793,-0.142,31.622,32.757,0.097,0.196,-1.088,0.102,0.03,3.125,0.311,1.18
E01001381,17,36,12,5,5,18,9,51,85,52,E01001381,Ealing 034D,18.031,0.123,0.078,3.378,-0.568,-0.196,29.008,43.327,0.17,0.173,-0.76,0.171,-1.373,4.076,0.625,1.52
E01001382,2,5,2,0,0,4,7,6,21,8,E01001382,Ealing 032B,8.388,0.029,0.023,0.381,-0.935,0.202,21.884,37.871,0.028,0.079,-1.715,0.1,-0.58,2.32,0.479,1.341
E01001383,3,6,3,1,0,6,0,5,20,21,E01001383,Ealing 028D,11.57,0.071,0.052,2.013,-0.289,-0.223,26.021,29.019,0.086,0.136,-0.979,0.144,-0.933,3.46,0.158,1.085
E01001384,4,10,4,0,0,8,6,31,18,32,E01001384,Ealing 032C,9.84,0.071,0.046,2.199,-0.785,-0.146,22.525,29.039,0.109,0.138,-0.864,0.127,-1.573,3.018,0.138,1.114
E01001385,10,15,1,1,0,5,1,18,21,18,E01001385,Ealing 032D,8.565,0.063,0.035,0.349,-1.216,0.075,22.607,28.24,0.088,0.111,-1.828,0.102,-1.128,2.924,0.076,1.129
E01001386,10,9,6,1,0,3,14,31,42,28,E01001386,Ealing 031F,9.924,0.057,0.048,0.701,-0.805,-0.1,25.225,31.27,0.068,0.097,-1.372,0.098,-0.589,3.016,0.101,1.347
E01001387,11,12,36,2,4,17,22,29,46,53,E01001387,Ealing 032E,16.451,0.074,0.066,1.365,-0.343,0.06,28.633,49.621,0.057,0.174,-1.185,0.135,-0.746,3.783,0.865,1.544
E01001388,12,15,23,3,5,17,7,28,28,48,E01001388,Ealing 028E,34.821,0.205,0.152,9.286,0.299,1.075,36.186,43.491,0.221,0.361,-0.294,0.241,-1.37,4.944,0.37,1.913
