LSOA Code,Arson and Criminal Damage,Burglary,Drug Offences,Miscellaneous Crimes Against Society,Possession of Weapons,Public Order Offences,Robbery,Theft,Vehicle Offences,Violence Against the Person,lsoa11cd,lsoa11nm,IMDScore,IncScore,EmpScore,EduScore,HDDScore,CriScore,BHSScore,EnvScore,IDCScore,IDOScore,CYPScore,ASScore,GBScore,WBScore,IndScore,OutScore
E01001123,4,13,4,0,0,5,1,2,12,15,E01001123,Croydon 033C,9.235,0.036,0.04,9.24,-0.761,-0.07,33.668,11.107,0.041,0.054,-0.361,0.249,0.807,0.929,-0.692,0.228
E01001124,2,8,1,0,0,1,0,3,12,15,E01001124,Croydon 033D,5.837,0.03,0.035,3.019,-0.833,-0.651,27.45,12.022,0.039,0.041,-0.978,0.186,0.589,0.367,-0.734,0.357
E01001125,4,7,2,5,0,6,2,30,22,32,E01001125,Croydon 033E,12.056,0.083,0.067,10.825,-0.236,-0.128,19.274,16.28,0.138,0.08,-0.882,0.313,-1.113,2.228,-0.388,0.534
E01001126,2,7,0,1,0,2,1,3,2,12,E01001126,Croydon 034H,6.813,0.042,0.032,8.182,-0.699,-0.612,23.513,16.963,0.09,0.041,-0.751,0.271,0.109,1.215,-0.211,0.404
E01001127,7,10,4,0,0,6,0,7,30,28,E01001127,Croydon 025A,9.41,0.066,0.057,8.752000000000002,-0.882,0.121,17.698,15.595,0.083,0.06,-1.078,0.294,-1.131,1.906,-0.288,0.35
E01001128,7,11,9,0,2,6,1,5,11,35,E01001128,Croydon 025B,34.857,0.257,0.151,34.464,0.14,0.558,36.353,16.104,0.313,0.235,0.698,0.389,-0.912,4.859,-0.156,0.238
E01001129,1,21,3,3,0,0,0,5,13,15,E01001129,Croydon 026D,4.626,0.029,0.039,7.029,-1.096,-0.529,16.741,11.127,0.048,0.034,-0.689,0.248,-0.216,0.555,-0.866,0.334
E01001130,20,10,8,6,2,11,0,4,6,47,E01001130,Croydon 025C,37.162,0.296,0.153,30.15,0.0,0.325,44.271,14.481,0.346,0.321,0.423,0.39,-0.316,5.37,-0.193,0.106
E01001131,5,4,6,0,1,4,3,6,15,16,E01001131,Croydon 018C,12.694,0.079,0.039,13.248,-0.565,-0.874,38.924,15.263,0.1,0.157,-0.275,0.298,0.649,2.687,-0.42,0.454
E01001132,4,13,3,1,0,8,2,16,27,15,E01001132,Croydon 018D,9.259,0.051,0.053,10.273,-0.624,-0.091,22.581,15.14,0.064,0.053,-0.374,0.267,-0.227,1.881,-0.552,0.562
E01001133,5,15,2,1,1,3,0,2,22,12,E01001133,Croydon 026E,11.327,0.083,0.06,12.655,-0.584,-0.468,22.017,18.336,0.111,0.109,-0.652,0.322,-0.226,1.761,-0.453,0.809
E01001134,9,8,1,0,1,2,2,6,17,16,E01001134,Croydon 018E,9.9,0.07,0.048,8.774,-0.898,-0.511,29.832,14.02,0.098,0.096,-0.53,0.262,-0.006,2.866,-0.616,0.496
E01001135,9,14,5,0,3,9,2,45,25,21,E01001135,Croydon 025D,8.602,0.067,0.041,10.582,-1.25,-0.091,21.729,15.912,0.163,0.03,-0.353,0.27,-0.249,1.743,-0.404,0.513
E01001136,21,34,15,6,9,18,9,60,24,95,E01001136,Croydon 007A,32.903,0.176,0.118,17.447,0.135,0.885,37.21,53.267,0.243,0.196,0.068,0.306,-1.195,5.027,1.082,1.356
E01001137,13,10,5,5,0,8,5,17,40,49,E01001137,Croydon 001A,23.5,0.141,0.117,5.45,-0.113,0.976,29.895,23.535,0.164,0.146,-0.504,0.192,-0.532,3.788,-0.302,1.148
E01001138,4,4,3,2,2,13,1,7,25,35,E01001138,Croydon 001B,18.603,0.12,0.075,7.281,-0.422,0.612,33.365,23.47,0.183,0.133,-0.195,0.173,-0.004,3.525,-0.025,0.837
E01001139,5,14,4,3,0,5,5,19,22,18,E01001139,Croydon 007B,19.585,0.111,0.076,13.492,-0.565,0.428,30.752,37.035,0.173,0.138,0.066,0.249,-0.436,3.813,0.529,1.186
E01001140,4,16,4,2,0,3,1,7,17,18,E01001140,Croydon 007C,21.715,0.136,0.076,15.639,-0.026,0.352,34.788,29.5,0.204,0.15,0.305,0.233,0.029,3.713,0.33,0.866
E01001141,6,12,6,3,0,4,1,6,22,37,E01001141,Croydon 008A,27.47,0.187,0.128,14.02,-0.121,0.327,39.874,25.026,0.241,0.254,-0.074,0.282,-0.041,4.531,0.11,0.796
E01001142,26,25,10,2,6,14,1,16,34,29,E01001142,Croydon 007D,21.44,0.113,0.081,10.026,0.001,1.033,27.376,30.594,0.148,0.108,-0.138,0.229,-0.701,3.528,-0.025,1.432
E01001143,16,14,6,0,0,4,2,13,23,58,E01001143,Croydon 008B,30.177,0.17,0.115,21.062,0.168,0.354,44.562,34.438,0.193,0.277,0.24,0.323,-0.075,5.094,0.664,0.672
E01001144,13,18,5,0,0,3,5,14,12,41,E01001144,Croydon 007E,37.101,0.207,0.174,21.711,0.616,0.403,40.114,38.811,0.234,0.308,0.384,0.307,-0.508,5.031,0.74,0.937
E01001145,23,16,60,12,10,15,8,29,29,87,E01001145,Croydon 008C,39.931,0.27,0.168,21.104,0.355,0.819,38.042,41.14,0.344,0.318,0.2,0.329,-0.924,5.036,0.682,1.244
E01001146,7,7,0,0,1,4,1,5,29,22,E01001146,Croydon 006A,19.749,0.127,0.091,12.6,-0.491,0.169,27.468,35.757,0.149,0.176,-0.284,0.29,-1.425,3.871,0.693,0.745
E01001147,13,24,12,0,2,8,6,8,35,57,E01001147,Croydon 005A,34.0,0.205,0.133,34.34,0.349,0.551,37.666,32.489,0.257,0.209,0.853,0.359,-1.445,5.125,0.493,0.856
E01001148,7,10,4,0,1,5,3,5,27,36,E01001148,Croydon 005B,23.162,0.156,0.084,11.819,0.202,0.191,28.647,39.932,0.224,0.218,-0.55,0.306,-1.209,3.994,0.866,0.717
E01001149,3,14,3,5,1,5,3,8,25,33,E01001149,Croydon 006B,16.06,0.101,0.07,11.183,-0.345,0.121,29.932,24.018,0.131,0.118,-0.223,0.262,-0.392,3.613,0.052,0.78
E01001150,7,18,4,0,0,3,2,9,34,29,E01001150,Croydon 006C,20.545,0.131,0.077,8.183,-0.527,0.746,34.476,29.108,0.184,0.16,-0.379,0.233,0.091,3.503,0.286,0.896
E01001151,19,22,23,4,4,9,11,16,32,46,E01001151,Croydon 005C,40.839,0.22,0.178,31.363,0.639,0.938,39.14,37.044,0.203,0.31,0.577,0.379,-1.27,5.278,0.568,1.118
E01001152,19,21,18,4,0,11,7,21,40,47,E01001152,Croydon 005D,37.166,0.225,0.14,18.303,0.455,0.949,37.311,47.465,0.269,0.308,0.108,0.31,-2.246,5.121,0.871,1.368
E01001153,11,8,11,2,1,11,1,10,25,51,E01001153,Croydon 006D,22.665,0.139,0.093,18.453,-0.391,0.551,31.095,32.189,0.192,0.147,0.298,0.28,-0.455,3.88,0.404,0.986
E01001154,19,7,17,2,6,17,11,34,27,60,E01001154,Croydon 006E,28.926,0.161,0.099,22.01,-0.431,0.869,36.731,46.246,0.215,0.153,0.157,0.345,-1.108,4.955,0.767,1.48
E01001155,25,32,23,5,4,37,25,133,34,132,E01001155,Croydon 010E,43.809,0.281,0.167,23.794,0.927,0.847,46.115,30.417,0.27,0.491,0.252,0.35,-1.325,6.309,-0.044,1.438
E01001156,6,9,5,0,0,4,5,7,16,26,E01001156,Croydon 001C,26.234,0.174,0.098,16.509,0.558,-0.034,39.414,21.362,0.199,0.299,0.377,0.231,0.122,4.178,-0.341,0.99
E01001157,5,10,6,2,0,7,11,11,26,38,E01001157,Croydon 002B,18.181,0.115,0.072,10.15,-0.471,0.78,27.594,25.631,0.158,0.174,-0.587,0.286,-0.518,3.364,0.168,0.761
E01001158,7,12,3,2,1,4,6,9,29,22,E01001158,Croydon 005E,20.443,0.127,0.081,15.799,-0.181,0.014,33.638,31.246,0.187,0.127,0.273,0.244,-0.302,4.057000000000001,0.356,0.981
E01001159,11,17,8,1,2,9,7,5,34,30,E01001159,Croydon 002C,14.456,0.093,0.053,6.753,-0.687,0.186,35.731,21.627,0.127,0.127,-0.436,0.213,0.197,3.458,-0.163,0.836
E01001160,10,17,7,4,1,9,12,37,29,47,E01001160,Croydon 002D,13.743,0.107,0.064,11.653,-0.545,0.075,23.336,19.009,0.11,0.152,-0.273,0.276,-0.9,2.937,-0.311,0.745
E01001161,10,12,12,2,1,7,6,10,20,57,E01001161,Croydon 003D,42.566,0.293,0.19,34.035,0.662,0.506,41.19,18.853,0.33,0.47,0.522,0.413,-0.346,5.018,-0.534,0.917
E01001162,10,19,6,3,2,3,1,16,22,52,E01001162,Croydon 001D,28.352,0.171,0.127,16.265,0.048,0.629,37.681,28.83,0.204,0.211,0.204,0.266,0.029,4.116,0.219,0.978
E01001163,12,17,4,2,1,15,6,19,46,35,E01001163,Croydon 002E,16.31,0.09,0.068,7.185,-0.625,0.43,25.545,38.527,0.149,0.11,-0.41,0.219,-0.822,3.294,0.658,1.064
E01001164,16,28,14,3,2,17,9,82,25,54,E01001164,Croydon 001E,20.492,0.133,0.087,8.536,-0.419,0.415,33.903,30.175,0.231,0.194,-0.148,0.198,-0.404,4.212,0.27,1.017
E01001165,16,9,7,4,0,10,8,11,21,37,E01001165,Croydon 024C,24.16,0.125,0.095,14.689,-0.17,0.783,33.91,36.338,0.169,0.172,0.055,0.271,0.005,3.6,0.556,1.074
E01001166,8,19,11,5,2,11,10,28,30,59,E01001166,Croydon 024D,32.149,0.201,0.108,19.834,0.777,0.209,43.367,31.227,0.296,0.307,0.325,0.293,-0.23,5.155,0.371,0.958
E01001167,16,28,13,3,3,17,13,59,42,61,E01001167,Croydon 028A,21.834,0.131,0.08,11.225,-0.061,0.43,35.614,32.091,0.187,0.167,-0.712,0.309,0.158,3.538,0.09,1.417
E01001168,12,15,10,1,2,11,7,24,25,37,E01001168,Croydon 024E,21.176,0.099,0.061,13.242,0.087,0.546,33.707,42.319,0.133,0.125,0.033,0.251,0.015,3.544,0.752,1.207
E01001169,3,11,5,4,4,6,1,11,22,40,E01001169,Croydon 028B,32.702,0.214,0.14,29.027,0.594,0.056,37.639,24.03,0.251,0.283,0.343,0.39,-0.458,4.734,0.107,0.7
E01001170,13,12,7,0,1,19,2,14,26,49,E01001170,Croydon 027E,27.089,0.147,0.113,8.827,0.436,0.574,32.654,41.051,0.167,0.199,-0.428,0.251,-0.868,4.41,0.719,1.165
E01001171,8,8,10,3,1,7,3,11,16,21,E01001171,Croydon 028C,24.566,0.152,0.114,18.315,-0.069,-0.245,41.922,20.23,0.208,0.18,0.268,0.284,-0.168,4.923,-0.192,0.734
E01001172,25,22,4,5,2,19,6,84,56,94,E01001172,Croydon 028D,43.062,0.289,0.183,40.156,0.614,0.517,42.705,20.461,0.351,0.352,0.64,0.45,-0.172,5.013,-0.131,0.678
E01001173,14,19,10,1,2,6,4,27,29,67,E01001173,Croydon 028E,19.768,0.13,0.085,10.557,-0.012,0.005,37.138,17.055,0.19,0.158,-0.172,0.244,0.095,3.929,-0.568,0.775
E01001174,8,16,3,3,1,5,2,4,25,36,E01001174,Croydon 011A,22.452,0.153,0.087,18.196,-0.493,0.819,30.008,24.596,0.161,0.22,0.074,0.314,-0.416,3.668,0.0,0.908
E01001175,14,10,7,1,1,4,1,20,16,44,E01001175,Croydon 011B,30.599,0.171,0.134,11.75,0.334,0.898,35.174,36.144,0.182,0.203,-0.474,0.298,-0.944,4.745,0.304,1.457
E01001176,10,12,17,4,3,9,7,29,24,52,E01001176,Croydon 011C,22.748,0.129,0.079,12.329,-0.476,0.86,37.202,32.146,0.132,0.186,-0.447,0.303,-0.623,4.807,0.219,1.261
E01001177,15,9,6,3,2,7,7,63,31,46,E01001177,Croydon 016C,31.6,0.192,0.141,16.347,0.341,0.555,39.33,31.371,0.21,0.239,-0.168,0.324,-0.472,4.927,0.432,0.864
E01001178,35,34,25,2,4,31,15,98,27,147,E01001178,Croydon 015D,58.173,0.419,0.219,32.458,1.296,0.503,47.333,32.465,0.572,0.538,0.802,0.35,-0.561,6.083,0.238,1.262
E01001179,5,14,1,1,0,2,0,6,17,31,E01001179,Croydon 016D,20.706,0.129,0.067,13.224,-0.515,0.517,28.984,43.81,0.147,0.172,-0.507,0.319,-1.158,4.025000000000001,0.803,1.217
E01001180,11,10,14,8,1,7,3,7,23,42,E01001180,Croydon 016E,27.841,0.169,0.088,14.589,-0.251,0.788,34.982,50.916,0.195,0.244,-0.383,0.324,-1.543,4.835,1.119,1.063
E01001181,25,13,10,3,1,12,9,19,30,90,E01001181,Croydon 015E,42.449,0.25,0.155,20.034,0.595,1.0,46.141,46.81,0.262,0.413,0.129,0.328,-1.096,6.244,0.81,1.434
E01001182,10,5,9,1,0,13,3,10,10,37,E01001182,Croydon 011D,21.65,0.128,0.078,14.168,-0.244,0.705,31.055,33.851,0.174,0.145,-0.126,0.292,-0.965,4.238000000000001,0.241,1.368
E01001183,12,12,18,2,4,24,16,140,21,63,E01001183,Croydon 011E,24.133,0.148,0.099,16.692,-0.389,0.599,36.72,28.592,0.166,0.244,0.026,0.302,-1.614,5.027,-0.122,1.383
E01001184,4,6,2,5,0,7,2,2,11,17,E01001184,Croydon 011F,16.909,0.103,0.067,10.378,-0.327,0.531,27.477,27.475,0.137,0.148,-0.743,0.3,-0.676,3.524,0.18,0.913
E01001185,13,15,12,5,2,7,7,5,28,47,E01001185,Croydon 014B,19.985,0.124,0.08,17.057,-0.141,0.156,32.225,26.714,0.19,0.166,0.013,0.309,-0.561,4.132,0.173,0.858
E01001186,29,21,4,3,1,9,6,12,27,43,E01001186,Croydon 014C,29.074,0.186,0.136,17.502,0.32,0.213,37.395,26.57,0.204,0.262,0.285,0.269,-0.998,4.996,0.222,0.76
E01001187,4,14,2,1,0,9,2,9,24,45,E01001187,Croydon 017E,20.607,0.124,0.09,14.263,-0.362,-0.008,32.194,35.963,0.146,0.182,-0.126,0.293,-1.034,4.423,0.75,0.628
E01001188,20,10,11,2,3,6,7,17,14,54,E01001188,Croydon 014D,28.153,0.178,0.114,17.762,-0.008,0.853,33.772,31.23,0.257,0.213,-0.032,0.324,-1.086,4.632,0.409,0.892
E01001189,8,8,4,0,0,2,0,6,12,27,E01001189,Croydon 045B,17.717,0.101,0.098,12.54,-0.397,0.357,25.922,22.189,0.128,0.092,-0.178,0.276,-0.587,3.138,-0.147,0.868
E01001190,10,3,8,2,1,9,1,9,36,25,E01001190,Croydon 045C,27.441,0.175,0.113,13.533,0.236,0.239,35.996,37.229,0.256,0.214,-0.046,0.271,0.151,3.616,0.787,0.655
E01001191,33,21,12,2,2,16,13,46,34,75,E01001191,Croydon 008D,34.93,0.219,0.132,14.11,0.247,0.792,38.807,48.831,0.313,0.261,-0.126,0.291,-1.609,5.279,1.039,1.097
E01001192,12,5,5,4,2,5,5,32,18,42,E01001192,Croydon 008E,27.765,0.167,0.114,17.187,0.168,0.778,36.49,26.158,0.181,0.272,0.284,0.264,-1.12,4.937,0.161,0.825
E01001193,8,5,8,4,1,4,3,8,12,28,E01001193,Croydon 014E,34.356,0.232,0.169,26.507,0.295,0.068,43.109,14.404,0.291,0.235,0.515,0.34,-0.301,5.209,-1.132,0.796
E01001194,11,5,12,1,3,6,5,13,36,38,E01001194,Croydon 045D,18.25,0.111,0.068,16.904,-0.374,0.763,23.569,27.808,0.174,0.145,0.203,0.276,-1.207,3.129,0.261,0.818
E01001195,5,23,1,1,0,4,9,10,54,24,E01001195,Ealing 021A,13.986,0.085,0.033,10.441,-0.865,0.284,36.978,23.333,0.113,0.14,-0.263,0.256,0.036,4.014,-0.146,0.974
E01001196,12,12,7,4,1,7,4,25,27,55,E01001196,Ealing 015A,38.041,0.245,0.175,15.316,0.65,0.373,38.541,40.473,0.326,0.275,-0.044,0.295,-0.826,5.058,0.449,1.593
E01001197,8,17,4,1,1,12,7,16,27,36,E01001197,Ealing 021B,22.602,0.131,0.11,7.279,-0.014,0.36,33.653,30.943,0.107,0.223,-0.596,0.243,-0.744,4.474,0.135,1.28
E01001198,7,7,0,0,0,4,0,8,26,18,E01001198,Ealing 021C,14.822,0.072,0.068,2.203,-0.421,0.322,29.625,32.964,0.087,0.116,-1.173,0.177,-0.845,3.992,0.196,1.353
E01001199,9,10,4,0,2,6,4,35,20,28,E01001199,Ealing 021D,22.254,0.178,0.105,11.745,-0.048,-0.122,31.141,22.304,0.266,0.264,0.057,0.219,-1.567,4.38,-0.505,1.201
E01001200,2,2,4,2,1,6,4,17,35,28,E01001200,Ealing 025A,15.981,0.085,0.072,3.514,-0.128,0.332,29.254,29.299,0.099,0.123,-0.8,0.182,-0.561,3.723,0.081,1.213
E01001201,4,2,4,0,1,1,1,9,27,18,E01001201,Ealing 025B,17.646,0.112,0.077,7.488,-0.557,0.237,29.408,34.545,0.155,0.202,-0.207,0.184,-0.689,3.859,0.444,1.126
E01001202,23,18,25,6,7,36,20,192,42,109,E01001202,Ealing 025C,33.786,0.207,0.138,11.356,0.087,1.16,38.443,38.75,0.229,0.353,-0.266,0.271,-1.813,5.243,0.206,1.777
E01001203,14,13,8,0,2,13,5,34,25,46,E01001203,Ealing 025D,32.757,0.222,0.15,10.312,0.394,0.23,37.315,39.622,0.234,0.418,-0.287,0.257,-1.396,5.075,0.412,1.578
E01001204,4,8,0,2,0,3,5,8,25,19,E01001204,Ealing 018A,13.681,0.114,0.069,2.248,-0.596,-0.435,28.414,23.044,0.174,0.128,-1.073,0.169,-0.169,2.971,-0.372,1.163
E01001205,5,12,7,1,1,1,3,10,17,18,E01001205,Ealing 018B,31.013,0.186,0.136,10.646,-0.28,0.487,53.57,25.289,0.179,0.241,-0.164,0.244,0.502,5.167,-0.108,1.098
E01001206,11,10,3,1,2,5,1,6,20,50,E01001206,Ealing 018C,42.319,0.314,0.19,27.99,0.033,-0.287,55.874,18.46,0.374,0.393,0.275,0.389,0.305,5.944,-0.484,0.846
E01001207,5,8,6,2,1,6,6,14,21,28,E01001207,Ealing 018D,16.207,0.095,0.066,3.76,-0.378,0.25,28.08,37.498,0.142,0.141,-0.66,0.167,-0.706,3.658,0.432,1.382
E01001208,7,9,0,0,0,6,2,4,25,19,E01001208,Ealing 018E,11.841,0.065,0.052,1.458,-0.88,0.463,19.995,36.809,0.069,0.099,-1.076,0.119,-0.622,1.981,0.383,1.401
E01001209,10,2,2,1,0,8,6,26,17,12,E01001209,Ealing 013A,7.107,0.045,0.037,0.767,-1.114,-0.166,18.771,30.227,0.038,0.092,-1.37,0.106,-1.909,2.284,0.172,1.167
E01001210,19,17,6,5,1,8,8,35,32,48,E01001210,Ealing 016A,50.708,0.348,0.24,23.227,0.61,-0.066,58.909,25.254,0.392,0.398,0.007,0.376,0.404,6.147,-0.562,1.467
E01001211,5,8,2,0,0,6,1,5,15,10,E01001211,Ealing 013B,10.395,0.08,0.055,0.744,-0.826,0.097,25.563,17.234,0.059,0.158,-1.598,0.132,-1.105,3.461,-1.057,1.03
E01001212,2,7,5,0,0,2,3,12,18,7,E01001212,Ealing 018F,13.453,0.079,0.085,1.671,-0.388,-0.533,27.335,25.772,0.073,0.087,-1.089,0.142,-0.58,3.39,-0.096,1.126
E01001213,6,14,6,2,2,0,5,6,22,28,E01001213,Ealing 023A,28.161,0.169,0.108,24.964,-0.054,0.519,38.603,31.374,0.21,0.296,0.082,0.384,-0.734,5.021,-0.022,1.496
E01001214,7,18,2,0,1,4,2,3,10,25,E01001214,Ealing 023B,15.937,0.086,0.079,17.225,-0.537,-0.249,30.37,23.91,0.092,0.113,-0.077,0.323,-1.179,4.215,-0.347,1.216
E01001215,14,12,13,5,1,19,7,22,23,73,E01001215,Ealing 023C,30.196,0.173,0.094,17.875,0.285,0.998,38.437,37.781,0.162,0.379,-0.5,0.369,-1.805,5.242,0.16,1.765
E01001216,15,13,4,0,0,9,2,10,8,38,E01001216,Ealing 023D,22.184,0.117,0.071,15.428,-0.258,0.388,39.759,36.939,0.105,0.174,-0.237,0.32,-0.179,4.705,0.283,1.549
E01001217,5,7,3,1,1,6,1,3,15,29,E01001217,Ealing 014A,16.083,0.113,0.063,13.12,-0.509,0.231,28.68,23.666,0.143,0.16,-0.859,0.338,-0.85,3.861,-0.039,0.871
E01001218,11,6,11,1,1,3,1,20,18,28,E01001218,Ealing 012A,36.313,0.24,0.135,22.895,0.527,0.253,51.89,20.314,0.252,0.446,-0.184,0.393,0.222,5.547,-0.599,1.09
E01001219,15,14,12,1,2,4,0,10,9,46,E01001219,Ealing 029A,36.023,0.243,0.159,25.18,0.16,-0.222,51.234,20.309,0.224,0.433,-0.667,0.445,-0.115,6.088,-0.38,0.936
E01001220,19,11,27,4,3,7,9,10,19,39,E01001220,Ealing 029B,47.749,0.325,0.192,31.433,0.11,0.912,51.978,28.726,0.311,0.47,0.153,0.436,-0.047,6.081,-0.583,1.738
E01001223,4,18,3,0,0,9,1,5,22,27,E01001223,Ealing 020B,11.671,0.062,0.058,0.566,-0.564,-0.453,33.57,25.581,0.059,0.092,-1.613,0.114,-0.161,3.869,-0.01,1.009
E01001224,3,8,0,0,0,4,0,6,13,17,E01001224,Ealing 019B,9.146,0.045,0.044,0.327,-0.858,-0.453,24.473,36.929,0.069,0.052,-1.827,0.1,-0.466,2.707,0.554,1.131
E01001225,9,12,11,0,2,22,34,114,38,78,E01001225,Ealing 020C,21.713,0.109,0.075,2.265,-0.499,1.241,31.876,39.465,0.125,0.19,-0.798,0.107,-0.323,3.843,0.419,1.554
E01001226,4,15,0,1,0,3,3,12,16,17,E01001226,Ealing 019C,13.363,0.078,0.058,1.939,-0.225,-0.61,36.113,23.364,0.08,0.132,-0.894,0.111,0.099,3.772,-0.327,1.156
E01001227,3,8,3,1,0,0,0,4,15,10,E01001227,Ealing 019D,10.29,0.054,0.053,0.669,-0.926,-0.428,27.991,33.142,0.046,0.078,-1.524,0.116,-0.224,2.996,0.388,1.097
E01001228,9,13,6,4,1,6,6,17,22,35,E01001228,Ealing 019E,11.398,0.076,0.043,2.026,-0.293,-0.632,35.171,18.531,0.099,0.156,-0.876,0.114,-0.046,3.903,-1.006,1.127
E01001229,8,13,1,3,0,8,0,6,22,23,E01001229,Ealing 031A,30.226,0.198,0.136,19.319,0.186,0.483,37.531,26.773,0.208,0.318,0.313,0.289,-0.224,4.489,-0.017,1.121
E01001230,14,8,6,1,0,8,0,26,40,27,E01001230,Ealing 031B,21.257,0.112,0.123,6.24,-0.515,-0.033,31.454,39.828,0.093,0.099,-0.249,0.148,-0.196,3.578,0.726,1.049
E01001231,13,18,15,4,0,8,9,29,62,33,E01001231,Ealing 027A,13.847,0.058,0.031,2.267,-1.213,0.424,38.322,38.445,0.108,0.071,-0.876,0.137,0.316,3.609,0.343,1.59
E01001232,5,12,5,1,1,4,2,8,22,22,E01001232,Ealing 031C,23.753,0.125,0.105,10.07,-0.178,0.363,45.993,21.127,0.106,0.196,-0.062,0.213,0.65,3.944,-1.061,1.357
E01001233,10,15,5,1,0,8,11,49,27,38,E01001233,Ealing 031D,23.841,0.164,0.11,3.41,-0.12,0.935,29.49,26.932,0.17,0.333,-0.918,0.192,-1.677,4.162,-0.339,1.442
E01001234,10,20,12,1,2,9,6,41,74,36,E01001234,Ealing 027B,22.923,0.103,0.059,5.093,-0.411,1.029,36.866,52.014,0.219,0.16,-0.364,0.13,-0.165,4.319,0.786,1.86
E01001235,9,15,12,1,1,7,6,31,27,40,E01001235,Ealing 020D,14.225,0.078,0.051,7.143,-0.501,0.638,26.613,28.805,0.092,0.156,-0.105,0.1,-0.761,3.445,-0.702,1.805
E01001236,3,5,5,1,1,2,0,10,22,15,E01001236,Ealing 020E,16.278,0.121,0.054,7.674,-0.409,-0.087,32.614,31.408,0.16,0.248,-0.063,0.11,-0.186,3.769,0.066,1.395
E01001237,14,11,11,1,0,10,2,16,54,25,E01001237,Ealing 031E,17.023,0.062,0.041,1.512,-0.163,0.893,36.914,36.875,0.056,0.16,-1.047,0.117,0.265,3.495,0.431,1.337
E01001239,15,17,5,3,3,6,4,14,46,31,E01001239,Ealing 015C,32.662,0.206,0.134,16.446,0.145,-0.021,58.732,23.239,0.34,0.251,-0.231,0.331,0.736,5.307,-0.576,1.318
E01001240,13,14,2,1,0,11,10,17,26,51,E01001240,Ealing 024A,20.451,0.133,0.067,14.097,-0.482,0.177,38.914,31.348,0.186,0.237,-0.094,0.286,-0.737,5.053,0.003,1.464
E01001241,12,24,10,3,2,10,16,45,52,20,E01001241,Ealing 024B,22.203,0.123,0.068,7.447,-0.513,1.275,35.983,30.872,0.249,0.171,-0.768,0.261,-0.725,4.735,-0.664,1.933
E01001242,8,23,5,4,0,7,7,7,37,20,E01001242,Ealing 024C,26.914,0.15,0.118,13.821,0.052,0.548,38.889,31.886,0.153,0.225,0.02,0.264,-0.772,5.07,0.14,1.347
E01001243,11,25,13,3,2,11,10,22,36,39,E01001243,Ealing 024D,25.381,0.16,0.097,10.713,-0.724,0.584,39.908,39.369,0.166,0.304,-0.169,0.246,-0.383,4.916,0.178,1.845
E01001244,12,22,11,2,1,10,12,24,19,60,E01001244,Ealing 024E,28.857,0.188,0.103,10.089,0.003,-0.012,45.313,43.737,0.216,0.402,-0.118,0.226,-0.65,5.862,0.344,1.964
E01001245,15,16,8,3,2,3,6,61,62,43,E01001245,Ealing 024F,15.441,0.099,0.057,5.3,-0.547,0.209,29.718,34.669,0.133,0.213,-0.373,0.15,-1.132,4.114,0.048,1.663
E01001246,20,47,5,6,2,19,7,52,90,73,E01001246,Ealing 015D,32.021,0.2,0.117,18.964,-0.339,0.404,45.591,45.732,0.331,0.221,0.101,0.319,0.252,4.733,0.871,1.226
E01001247,64,63,26,11,1,45,33,259,282,128,E01001247,Ealing 015E,21.278,0.119,0.063,12.246,-0.265,0.348,45.088,28.719,0.18,0.218,-0.05,0.251,0.27,4.642,-0.111,1.382
E01001248,7,18,8,2,2,6,5,18,16,27,E01001248,Ealing 035A,17.386,0.125,0.085,9.809,-0.452,0.07,28.422,24.092,0.13,0.195,-0.28,0.248,-0.615,3.621,-0.14,1.03
E01001249,18,22,25,3,7,28,20,184,42,113,E01001249,Ealing 028A,41.534,0.27,0.176,14.648,0.573,1.05,40.063,38.77,0.304,0.552,0.199,0.241,-1.667,5.456,0.198,1.789
E01001250,18,11,24,4,2,13,5,21,31,53,E01001250,Ealing 028B,37.117,0.229,0.188,16.974,0.526,0.625,36.613,32.788,0.257,0.298,0.247,0.268,-0.79,4.835,-0.093,1.671
E01001251,9,7,9,1,1,4,7,16,20,28,E01001251,Ealing 030A,18.709,0.117,0.082,3.635,-0.225,0.16,27.963,39.924,0.159,0.132,-0.975,0.203,-0.732,3.661,0.573,1.344
E01001252,19,21,9,4,2,25,9,85,22,105,E01001252,Ealing 030B,25.654,0.165,0.111,9.41,0.11,0.113,35.712,38.212,0.188,0.27,-0.514,0.27,-0.915,4.791,0.453,1.404
E01001253,6,13,2,0,0,2,4,8,12,20,E01001253,Ealing 030C,15.645,0.125,0.075,5.68,-0.488,-0.514,30.578,24.226,0.162,0.159,-0.657,0.22,-0.398,3.743,0.017,0.851
E01001254,11,6,3,1,2,7,0,15,18,26,E01001254,Ealing 030D,14.588,0.102,0.064,3.72,-0.464,-0.279,30.525,29.602,0.099,0.216,-0.746,0.181,-0.32,3.613,0.176,1.107
E01001255,7,12,2,0,0,2,2,2,9,16,E01001255,Ealing 028C,13.456,0.065,0.073,3.266,-0.632,0.284,23.694,33.847,0.036,0.122,-0.825,0.177,-0.959,3.045,0.212,1.398
E01001257,8,12,8,4,3,22,2,14,16,74,E01001257,Ealing 008A,40.826,0.274,0.177,30.508,0.229,0.46,49.728,21.379,0.291,0.374,-0.052,0.449,-0.089,5.825,-0.275,0.935
